Mes,Ventas,Ganancias,Stock,Precio,Descuento (%),Región,Categoría del Producto,Producto,Costos Operativos,Devoluciones,Unidades Vendidas
Junio,1926,3286,5392,455.86266279563955,8.93,Sevilla,Ropa,Teléfono,22,34,81
Junio,6204,3263,8278,631.8537884179127,18.59,Oviedo,Electrónica,Microondas,30,36,273
Agosto,3774,949,5126,838.7116717456458,11.05,Bilbao,Ropa,Microondas,11,28,279
Mayo,3228,4445,7959,505.35526254860474,1.54,Murcia,Hogar,Tablet,17,27,33
Junio,1584,3535,6683,346.7365494959488,17.72,Barcelona,Ropa,Laptop,20,45,454
Agosto,5233,4679,2049,177.53026615819732,16.79,Toledo,Juguetes,Refrigerador,15,25,356
Mayo,2096,3358,2504,618.9540416009517,19.27,Logroño,Electrónica,Camiseta,11,5,48
Abril,4068,1074,4473,761.0848545969632,13.63,Valladolid,Alimentos,Microondas,12,36,244
Septiembre,4960,1016,8394,677.3110265144898,3.63,Barcelona,Juguetes,Camiseta,10,5,241
Mayo,9814,437,1866,553.7179792736138,17.03,Málaga,Juguetes,Refrigerador,11,3,169
Noviembre,7908,1887,5185,457.3671211587686,20.91,Bilbao,Alimentos,Refrigerador,10,14,465
Octubre,6377,948,3563,519.1887665793021,26.95,Toledo,Ropa,Refrigerador,15,31,349
Octubre,3285,2132,4334,241.36596654184606,2.56,Madrid,Ropa,Pelota,12,20,476
Enero,7644,499,4677,805.1362550364653,6.89,Málaga,Juguetes,Libro,28,15,421
Febrero,9934,2763,3304,459.4612692824306,3.61,Córdoba,Electrónica,Teléfono,24,35,320
Enero,8640,3488,9212,307.69170274271016,5.36,Barcelona,Hogar,Muñeca,30,27,79
Mayo,158,3054,5639,472.5182377797152,0.26,Córdoba,Hogar,Muñeca,12,14,96
Febrero,9649,2355,7107,549.3920295329483,2.06,Oviedo,Electrónica,Microondas,25,27,348
Febrero,998,2260,3803,536.4351195964961,11.38,Granada,Electrónica,Zapatillas,30,35,288
Septiembre,8769,1233,7504,192.27920342976856,19.66,Murcia,Electrónica,Libro,28,22,84
Marzo,4063,3379,3825,223.59954153561895,3.64,Barcelona,Electrónica,Refrigerador,25,3,87
Febrero,4537,1739,9392,524.6894925995921,1.58,Bilbao,Juguetes,Refrigerador,24,43,216
Diciembre,5572,2105,1017,193.12112501649335,12.62,Granada,Ropa,Refrigerador,28,23,449
Marzo,9804,2723,932,118.9910998017078,19.6,Madrid,Ropa,Refrigerador,22,38,340
Enero,3537,3568,6467,485.88839462472276,19.74,Sevilla,Electrónica,Microondas,30,18,68
Noviembre,318,765,9225,760.2371240174668,19.71,Bilbao,Juguetes,Libro,16,16,437
Septiembre,103,752,8691,607.5103032384422,8.3,Zaragoza,Juguetes,Pelota,27,31,138
Abril,5255,825,5457,958.1670398161237,5.92,Valladolid,Electrónica,Refrigerador,21,10,486
Septiembre,471,1413,8604,876.5576863907695,13.75,Granada,Alimentos,Pelota,13,44,463
Junio,2452,3112,5231,482.5404383506915,10.98,Toledo,Ropa,Libro,29,43,197
Marzo,8507,1033,1748,446.92720055858115,17.09,Barcelona,Ropa,Pelota,20,40,275
Abril,5033,3363,6130,716.0713705049553,26.99,Zaragoza,Hogar,Pelota,26,47,492
Agosto,2116,4997,3258,932.6982234866786,29.92,Oviedo,Ropa,Camiseta,12,5,376
Diciembre,5709,2683,9953,753.0569555710097,15.7,Málaga,Alimentos,Pelota,23,43,12
Mayo,7944,4130,1109,375.59589975174333,0.18,Logroño,Ropa,Teléfono,20,19,71
Septiembre,1656,4178,9340,519.0295274574603,9.48,Valencia,Alimentos,Microondas,11,48,464
Marzo,9052,3714,9421,680.0945884210075,8.03,Zaragoza,Ropa,Teléfono,11,30,419
Abril,4640,203,2630,920.4736538986982,9.53,Murcia,Electrónica,Camiseta,14,19,376
Noviembre,2711,1750,9291,42.905298357120834,22.55,Granada,Alimentos,Camiseta,23,34,373
Enero,7633,4008,9018,287.135186688344,15.91,Granada,Juguetes,Libro,11,30,6
Febrero,5095,1564,5675,828.7350024620615,6.23,Córdoba,Ropa,Camiseta,11,39,94
Septiembre,8088,880,6482,899.276627207643,13.36,Santander,Ropa,Refrigerador,22,40,45
Enero,3050,326,1327,851.0301539536863,7.16,Madrid,Ropa,Libro,11,41,80
Agosto,8360,3385,4561,851.2676879793313,14.82,Barcelona,Ropa,Tablet,22,35,382
Febrero,6933,562,3237,374.63821543821496,23.66,Madrid,Alimentos,Microondas,14,46,295
Abril,5600,4250,4138,350.91398551658705,25.22,Valladolid,Ropa,Pelota,22,33,301
Julio,3585,485,7742,526.7062105435081,20.66,Zaragoza,Alimentos,Muñeca,11,39,43
Noviembre,4366,2920,4243,706.373283378482,21.33,Palma,Electrónica,Camiseta,25,22,321
Diciembre,5836,89,2047,250.90228034423404,10.38,Córdoba,Ropa,Pelota,13,23,21
Enero,8398,2616,1337,86.25141199169363,18.72,Logroño,Juguetes,Muñeca,26,22,263
Marzo,5908,4576,2639,71.49782398246208,3.89,Oviedo,Ropa,Tablet,13,25,252
Enero,8848,2681,2475,281.27449721094956,6.4,Granada,Ropa,Libro,17,23,189
Enero,6963,1390,3377,664.3062589069847,19.91,Santander,Alimentos,Microondas,16,23,287
Marzo,9012,1387,1379,548.4679367599975,9.32,Logroño,Electrónica,Camiseta,22,18,159
Marzo,416,2983,2738,474.5285774715708,10.0,Valladolid,Alimentos,Laptop,18,28,25
Marzo,1483,3264,4399,444.2804342871828,13.26,Córdoba,Hogar,Zapatillas,20,42,466
Enero,7822,3787,3240,421.40043180903183,22.48,Córdoba,Electrónica,Camiseta,24,8,297
Enero,6836,1024,2916,531.760919238947,16.41,Palma,Juguetes,Libro,15,12,47
Diciembre,9547,2041,2091,697.8675924470637,11.7,Barcelona,Alimentos,Tablet,17,49,4
Septiembre,9065,4439,2674,45.55846475857548,13.41,Granada,Ropa,Tablet,30,43,161
Octubre,2297,1563,3228,411.7651112572467,2.26,Sevilla,Electrónica,Zapatillas,22,6,202
Mayo,649,1206,9449,646.8652337527765,4.23,Toledo,Ropa,Muñeca,14,9,40
Abril,7719,1843,5406,246.02037097901797,13.48,Zaragoza,Ropa,Laptop,17,45,147
Octubre,1155,1320,8950,843.9905333178227,12.57,Sevilla,Hogar,Microondas,21,15,254
Octubre,1757,280,2819,819.946835626715,27.79,Granada,Juguetes,Camiseta,20,26,100
Junio,8044,50,2015,385.69096600660345,27.2,Palma,Juguetes,Laptop,12,44,450
Noviembre,3528,602,7798,955.2554274595556,9.95,Málaga,Electrónica,Tablet,16,14,80
Febrero,6001,1088,6066,156.54214336356426,19.71,Valladolid,Hogar,Muñeca,12,47,244
Mayo,5385,202,2730,178.199182458042,6.4,Bilbao,Ropa,Zapatillas,29,22,237
Junio,5876,4056,2173,273.2951986728484,6.27,Zaragoza,Ropa,Teléfono,15,41,349
Agosto,8696,1967,9419,313.4267206883479,3.96,Oviedo,Ropa,Camiseta,13,40,183
Agosto,2392,912,961,292.0365182620302,21.11,Bilbao,Electrónica,Tablet,21,38,362
Abril,9939,1950,5873,929.5228485379217,0.89,Sevilla,Alimentos,Tablet,15,3,58
Marzo,2072,348,6198,110.48128807694624,27.35,Bilbao,Electrónica,Laptop,25,33,500
Enero,5420,1341,2440,447.72512463643534,9.52,Granada,Electrónica,Teléfono,16,43,71
Enero,7513,4989,8046,791.6912380819913,21.35,Murcia,Alimentos,Tablet,20,44,89
Enero,800,357,3110,642.2897678098793,7.02,Granada,Hogar,Pelota,10,28,448
Febrero,3026,4893,9676,194.58069774796232,1.94,Córdoba,Ropa,Microondas,14,37,337
Agosto,6196,4961,2950,775.9051774514764,8.53,Palma,Ropa,Microondas,18,26,397
Septiembre,6515,1750,6516,473.24757330416617,29.68,Oviedo,Ropa,Tablet,15,0,392
Enero,5853,2802,7573,836.596557207257,2.26,Palma,Electrónica,Refrigerador,12,47,42
Diciembre,2317,4242,1286,391.8326044475899,19.74,Málaga,Juguetes,Muñeca,23,31,316
Abril,4676,166,7421,608.3594689507745,21.99,Barcelona,Hogar,Camiseta,15,19,299
Diciembre,7823,2790,1287,351.09988609506,21.63,Madrid,Electrónica,Zapatillas,14,13,159
Agosto,4612,4819,1927,709.0802720613976,14.84,Toledo,Hogar,Refrigerador,25,40,75
Septiembre,9623,2990,995,985.1225622322361,21.56,Logroño,Juguetes,Tablet,14,4,285
Agosto,4003,3003,2231,987.926398805492,8.16,Málaga,Juguetes,Microondas,12,39,6
Enero,9421,4932,6591,372.0654817465672,4.52,Granada,Electrónica,Camiseta,18,40,426
Marzo,4738,3653,5783,55.161929295791865,23.99,Santander,Juguetes,Libro,24,34,467
Marzo,2306,1645,4179,896.204284582743,16.1,Zaragoza,Alimentos,Refrigerador,12,28,381
Diciembre,9640,854,8751,801.1959371566702,28.96,Barcelona,Juguetes,Laptop,16,20,113
Agosto,7414,2170,6170,614.4392597644472,13.74,Madrid,Electrónica,Tablet,30,19,38
Septiembre,9442,3018,2321,762.8072526008707,2.0,Zaragoza,Electrónica,Laptop,15,27,404
Mayo,7585,1610,3203,238.09861350418737,15.29,Santander,Electrónica,Tablet,14,6,380
Enero,2944,1968,2264,617.6965649352026,29.81,Santander,Juguetes,Teléfono,25,14,266
Septiembre,6657,743,7579,24.74767383157497,0.2,Zaragoza,Hogar,Teléfono,11,13,422
Diciembre,2608,2075,2854,838.478968833385,12.09,Barcelona,Ropa,Microondas,28,43,120
Junio,9008,1886,7667,32.31598822274641,9.29,Toledo,Juguetes,Zapatillas,11,2,314
Agosto,333,1471,1574,670.322065988459,24.68,Sevilla,Electrónica,Pelota,29,11,137
Junio,6561,2383,2538,221.94051572277925,17.88,Sevilla,Ropa,Teléfono,13,15,33
Julio,457,1792,8906,180.89550602182553,29.46,Málaga,Ropa,Laptop,17,29,393
Octubre,510,2916,4098,681.6801300513575,0.0,Santander,Electrónica,Teléfono,10,20,24
Mayo,5312,593,2169,597.4319476538835,3.16,Sevilla,Ropa,Laptop,20,28,91
Octubre,2882,1783,9297,52.64260681543194,15.93,Bilbao,Ropa,Tablet,22,28,164
Julio,1371,1225,7422,217.62971549456284,2.41,Murcia,Ropa,Muñeca,27,26,113
Febrero,1006,1426,4033,969.974990799258,1.4,Bilbao,Electrónica,Libro,24,42,192
Octubre,2952,435,8178,904.0889172925416,26.58,Toledo,Alimentos,Tablet,26,49,255
Diciembre,2398,714,9877,334.3102757297184,8.81,Zaragoza,Juguetes,Pelota,25,34,399
Agosto,6992,1986,4367,704.0798513210525,2.4,Valladolid,Electrónica,Tablet,29,30,340
Noviembre,598,1690,7427,630.2838683371025,13.01,Logroño,Juguetes,Refrigerador,24,8,272
Octubre,8921,3190,8632,614.4809461209443,28.42,Toledo,Electrónica,Laptop,28,0,70
Abril,6428,3580,2902,819.5493183863582,8.03,Córdoba,Ropa,Laptop,10,16,474
Agosto,925,272,6633,345.3535264576292,23.4,Bilbao,Hogar,Tablet,14,35,27
Julio,1730,498,3614,182.36802375787303,12.84,Valladolid,Electrónica,Teléfono,12,0,9
Octubre,1934,1812,4350,15.78380465055441,10.87,Murcia,Hogar,Refrigerador,28,5,492
Marzo,9513,4619,8750,242.93459364776467,20.26,Murcia,Hogar,Laptop,26,35,478
Agosto,1140,2940,4635,471.20014784462137,26.08,Barcelona,Hogar,Pelota,15,5,166
Junio,8168,4602,735,186.82775247524242,3.69,Zaragoza,Alimentos,Microondas,29,40,388
Julio,9236,4693,5611,289.4165864135784,12.42,Málaga,Juguetes,Camiseta,11,24,203
Julio,3629,2171,5921,718.3868597430442,18.35,Logroño,Juguetes,Laptop,10,15,125
Octubre,8220,1477,2906,537.9600328480069,3.08,Sevilla,Ropa,Microondas,20,44,211
Abril,2271,835,8724,997.5720461366409,17.48,Zaragoza,Juguetes,Libro,19,44,342
Febrero,9609,4144,2117,766.449306933391,9.26,Granada,Ropa,Teléfono,12,37,248
Noviembre,1885,3037,6784,609.1282959690083,2.25,Oviedo,Electrónica,Teléfono,12,20,487
Agosto,6767,2462,1497,142.5982682050834,1.11,Oviedo,Hogar,Laptop,29,11,427
Enero,2404,3771,633,304.3113273837223,24.0,Logroño,Electrónica,Teléfono,25,22,107
Diciembre,3666,4221,1961,350.5791302954014,7.67,Valladolid,Juguetes,Muñeca,30,18,363
Febrero,1563,488,9011,807.3769997349322,11.33,Madrid,Ropa,Muñeca,27,36,309
Octubre,9990,367,3998,214.7518176720943,5.66,Valladolid,Juguetes,Refrigerador,29,33,12
Febrero,1697,3202,4801,864.7865242686962,25.9,Valencia,Juguetes,Tablet,19,34,472
Noviembre,2242,1935,8086,410.5884254532963,15.18,Sevilla,Hogar,Camiseta,23,34,309
Agosto,6262,4778,2054,134.72481553305656,16.79,Santander,Hogar,Camiseta,14,19,446
Septiembre,6558,4095,2514,636.6990512027189,5.35,Madrid,Ropa,Microondas,25,33,413
Enero,8777,323,4208,927.0630733108732,7.23,Granada,Ropa,Refrigerador,19,36,163
Junio,2357,2276,6744,914.5443302458025,8.26,Santander,Electrónica,Laptop,12,2,302
Febrero,6872,3377,3775,162.52435839767463,9.27,Madrid,Alimentos,Refrigerador,24,41,267
Abril,6197,3617,9428,457.82985546925255,2.53,Santander,Hogar,Teléfono,18,10,77
Agosto,1981,747,2992,999.6361417939843,7.63,Murcia,Alimentos,Zapatillas,15,28,221
Marzo,4099,1689,5946,49.33806198990593,27.84,Murcia,Electrónica,Refrigerador,15,48,444
Abril,2326,4066,8746,377.72895284778025,0.51,Zaragoza,Alimentos,Muñeca,25,28,10
Junio,2201,1365,3411,589.5178845726604,25.3,Toledo,Ropa,Teléfono,22,41,162
Agosto,7617,2260,6393,856.249043972556,23.34,Madrid,Electrónica,Camiseta,17,25,147
Febrero,499,2640,4422,771.7161994069123,29.66,Barcelona,Alimentos,Camiseta,16,4,269
Noviembre,5677,2099,3447,782.562620631711,6.7,Logroño,Alimentos,Microondas,15,47,375
Julio,880,3328,2699,314.00640326238147,12.13,Granada,Alimentos,Refrigerador,27,26,332
Febrero,5473,4940,8372,195.08496326054248,25.31,Palma,Hogar,Muñeca,12,37,80
Agosto,1291,101,9484,119.3826438593386,16.71,Granada,Juguetes,Pelota,11,26,212
Diciembre,3509,4913,2478,831.660194280939,2.09,Murcia,Electrónica,Microondas,16,29,113
Abril,6558,756,518,11.275940521791199,23.87,Zaragoza,Hogar,Libro,27,14,251
Febrero,9541,2079,5308,551.8865615194376,16.63,Córdoba,Electrónica,Laptop,12,31,285
Octubre,8927,4383,9057,512.902331453734,26.43,Toledo,Alimentos,Tablet,11,6,499
Abril,8679,1438,512,114.21339067944734,0.81,Madrid,Hogar,Muñeca,24,31,233
Octubre,3869,868,9148,857.7579661246007,15.75,Madrid,Juguetes,Libro,10,27,309
Noviembre,9178,2832,9033,792.6814024755295,1.48,Valladolid,Hogar,Teléfono,20,11,67
Julio,3052,938,5063,49.87883012601346,13.75,Valladolid,Alimentos,Refrigerador,29,43,44
Julio,2644,3385,2736,731.8752173971877,14.65,Logroño,Electrónica,Libro,22,28,83
Diciembre,6855,2430,8177,59.2994159491347,26.51,Santander,Ropa,Refrigerador,18,9,445
Noviembre,7190,4080,6764,89.93528804957714,21.87,Santander,Juguetes,Libro,21,12,217
Enero,8329,2992,7936,246.20333195588097,24.86,Barcelona,Hogar,Microondas,15,48,179
Mayo,6397,3838,3091,663.7129588685161,26.52,Sevilla,Alimentos,Tablet,16,24,161
Noviembre,5701,2806,9399,753.751391813912,1.27,Zaragoza,Ropa,Camiseta,28,45,43
Junio,887,202,3601,445.3153388000143,16.67,Barcelona,Alimentos,Tablet,19,49,239
Julio,4700,4991,3595,756.0202386211237,14.52,Valladolid,Hogar,Teléfono,28,37,256
Julio,6914,3029,8005,637.7113696878661,13.87,Sevilla,Electrónica,Refrigerador,28,28,326
Octubre,2284,3725,3834,122.53694397629619,10.67,Oviedo,Electrónica,Zapatillas,21,17,57
Marzo,822,874,8746,722.1849920568457,4.71,Barcelona,Hogar,Camiseta,19,26,445
Junio,2164,3374,7367,198.80078886733247,5.87,Barcelona,Alimentos,Camiseta,23,10,204
Abril,5266,930,9535,883.4553330013098,29.62,Granada,Hogar,Muñeca,16,36,332
Noviembre,1058,2531,3358,270.2737381482603,25.84,Málaga,Alimentos,Pelota,17,27,35
Abril,1721,2669,967,320.0755447363366,29.28,Málaga,Electrónica,Zapatillas,23,19,137
Noviembre,1267,4795,2167,65.61020403267548,9.97,Valencia,Alimentos,Libro,11,36,488
Febrero,1708,3241,2061,850.2407962318034,10.04,Málaga,Electrónica,Pelota,17,14,274
Marzo,9695,3879,6455,918.5455968995195,14.11,Málaga,Ropa,Zapatillas,12,13,114
Agosto,3580,344,7700,16.103365707192566,0.33,Valencia,Electrónica,Microondas,25,49,305
Octubre,9428,4647,5357,420.1699141446657,9.16,Logroño,Ropa,Libro,26,35,361
Marzo,879,1596,9432,715.1385275846162,2.6,Logroño,Hogar,Camiseta,17,3,124
Abril,7852,3139,3533,590.3242438700427,9.98,Granada,Electrónica,Laptop,11,8,382
Junio,7757,2355,6833,52.832693012871374,17.12,Sevilla,Alimentos,Tablet,11,3,192
Abril,6900,1034,4707,877.6745932703059,29.88,Madrid,Electrónica,Refrigerador,19,42,106
Agosto,3654,2362,3899,887.1522096930103,18.46,Madrid,Hogar,Zapatillas,29,9,308
Abril,733,3377,5946,995.2948685576215,14.98,Valladolid,Alimentos,Refrigerador,25,33,289
Agosto,3870,1209,1539,232.81289333613523,7.05,Sevilla,Hogar,Microondas,18,8,322
Febrero,1933,232,8695,524.1706053158491,21.34,Granada,Juguetes,Muñeca,15,21,158
Julio,7601,4869,7877,344.8110340561475,25.51,Oviedo,Juguetes,Tablet,19,42,432
Enero,2826,1775,3521,907.0136755090773,14.17,Valladolid,Hogar,Libro,23,28,145
Mayo,3891,4917,3603,83.87114336635494,0.1,Córdoba,Electrónica,Refrigerador,20,7,44
Enero,6464,4072,5583,257.93064500893496,13.09,Murcia,Juguetes,Tablet,15,16,383
Febrero,8277,4734,4900,575.7316353661124,18.03,Sevilla,Alimentos,Laptop,27,21,416
Enero,4410,1175,9186,42.54480772124056,27.81,Valladolid,Alimentos,Pelota,25,6,500
Agosto,3881,205,9232,667.7225114124299,11.61,Barcelona,Juguetes,Tablet,28,42,412
Mayo,973,4206,5312,154.35466051959025,10.32,Palma,Ropa,Muñeca,21,42,20
Mayo,7092,2174,9453,836.627331705764,25.86,Málaga,Juguetes,Zapatillas,12,30,425
Julio,8319,2094,3638,943.8304953728317,2.3,Oviedo,Ropa,Pelota,26,37,323
Julio,6781,1684,8792,239.97575672357013,29.06,Valencia,Juguetes,Muñeca,20,31,113
Octubre,3791,2222,2811,752.8640608070701,28.89,Bilbao,Juguetes,Camiseta,24,34,333
Agosto,3344,444,3135,967.8403698398155,27.45,Valencia,Alimentos,Refrigerador,11,46,436
Agosto,3018,4881,8837,211.3047287295513,10.83,Zaragoza,Juguetes,Muñeca,17,14,500
Agosto,7596,4138,2128,393.26584486731383,19.99,Zaragoza,Electrónica,Muñeca,11,39,12
Enero,2691,4865,4269,383.53635795162927,26.4,Palma,Ropa,Zapatillas,20,2,143
Octubre,1463,2963,352,304.5822138201677,14.26,Málaga,Juguetes,Refrigerador,10,48,140
Marzo,2864,1984,5783,839.3511962941076,25.57,Madrid,Ropa,Camiseta,17,12,423
Marzo,2629,2144,9597,406.39232587816593,2.86,Santander,Alimentos,Microondas,18,19,327
Diciembre,9860,370,616,546.6229403694554,3.59,Madrid,Electrónica,Refrigerador,21,10,474
Noviembre,6755,901,4453,300.95088498842676,3.09,Bilbao,Juguetes,Tablet,22,48,291
Agosto,681,2801,6859,75.45039071343487,23.75,Palma,Electrónica,Refrigerador,25,4,17
Octubre,8855,4345,5651,711.9219882416751,29.93,Logroño,Electrónica,Camiseta,25,27,3
Septiembre,6209,2408,2794,961.8959019368815,27.66,Granada,Ropa,Pelota,26,12,369
Noviembre,9179,1924,1139,797.1743062331707,8.8,Palma,Juguetes,Zapatillas,16,47,325
Abril,3866,3910,6621,629.0128694406127,27.68,Santander,Electrónica,Tablet,10,4,147
Marzo,4224,381,9771,340.2833197991734,11.19,Bilbao,Hogar,Libro,12,7,477
Diciembre,1233,1982,6443,170.7524264205986,21.28,Toledo,Alimentos,Pelota,23,34,116
Diciembre,7366,2266,5841,342.1324013822196,23.51,Logroño,Hogar,Pelota,15,18,243
Diciembre,756,4412,222,979.874536863027,5.56,Valladolid,Ropa,Laptop,27,29,466
Septiembre,8728,4131,5230,231.80316880653592,21.11,Palma,Ropa,Camiseta,10,5,252
Mayo,2266,494,4783,914.4181742461977,6.63,Zaragoza,Electrónica,Muñeca,21,3,155
Enero,8065,2607,6352,136.20647256934322,22.08,Oviedo,Electrónica,Tablet,29,4,67
Febrero,6902,1432,6548,849.9989791999399,22.04,Sevilla,Hogar,Microondas,10,2,128
Marzo,2407,3506,9974,41.1427372370109,8.95,Málaga,Alimentos,Laptop,16,9,496
Septiembre,8481,2549,8260,994.967730247234,6.26,Toledo,Hogar,Tablet,16,9,438
Agosto,8127,4890,9903,102.12886007142288,1.2,Santander,Electrónica,Camiseta,21,35,97
Mayo,9474,443,8197,851.5807792729029,19.45,Palma,Hogar,Pelota,21,32,252
Diciembre,1361,3852,2626,511.9208302794728,7.14,Santander,Ropa,Camiseta,24,5,309
Septiembre,6752,962,6745,499.0594364231419,7.18,Oviedo,Juguetes,Camiseta,27,17,198
Abril,431,2838,8741,300.45063053307587,29.26,Córdoba,Alimentos,Laptop,15,33,441
Septiembre,6787,2239,8806,370.2574553499029,10.86,Málaga,Juguetes,Refrigerador,26,9,95
Octubre,3713,3625,8641,709.7727946228954,6.95,Madrid,Hogar,Camiseta,19,39,320
Diciembre,4278,2582,6573,630.4413214542523,3.0,Córdoba,Juguetes,Zapatillas,14,12,419
Julio,2133,2816,1968,152.81019862375885,28.65,Logroño,Alimentos,Laptop,13,20,370
Junio,7292,4928,4222,841.494025103456,12.08,Oviedo,Juguetes,Muñeca,21,30,405
Julio,4119,3874,3988,904.9318549056267,8.98,Barcelona,Hogar,Camiseta,13,44,38
Abril,4499,2847,8619,963.909861219252,15.03,Córdoba,Alimentos,Microondas,17,16,174
Agosto,2933,3587,372,616.1488629231858,23.27,Granada,Alimentos,Teléfono,21,38,478
Septiembre,9663,2141,8984,855.9997458723112,24.92,Córdoba,Alimentos,Muñeca,22,14,311
Octubre,915,2639,8755,364.9121647850009,4.01,Palma,Alimentos,Pelota,14,50,99
Agosto,8384,3328,4616,374.4893542092179,11.67,Málaga,Ropa,Refrigerador,12,40,246
Diciembre,4751,3996,1450,486.694046763357,16.17,Sevilla,Juguetes,Pelota,18,27,171
Marzo,9033,129,4127,696.2723892578058,9.95,Madrid,Ropa,Refrigerador,20,3,30
Abril,1539,2160,7495,12.361445437445322,21.28,Valencia,Juguetes,Teléfono,17,27,316
Abril,4768,3927,7696,294.9474211891333,21.6,Sevilla,Alimentos,Zapatillas,12,37,251
Agosto,2356,1621,6287,561.7676290045742,4.53,Valladolid,Hogar,Teléfono,18,28,227
Abril,905,623,8266,956.374618568916,29.75,Bilbao,Ropa,Teléfono,28,48,248
Marzo,5844,999,2878,966.8261109788056,24.34,Málaga,Ropa,Laptop,19,10,214
Agosto,7762,2217,4928,359.60734131201804,11.52,Palma,Alimentos,Pelota,18,17,114
Febrero,6024,2652,8766,848.5566633469672,24.54,Valencia,Ropa,Microondas,30,2,427
Octubre,2697,2795,1328,122.54763733327346,25.14,Granada,Alimentos,Tablet,30,33,302
Diciembre,7792,3254,9281,473.4791850738006,11.24,Palma,Hogar,Libro,24,21,99
Junio,6982,4569,283,594.8622849410559,10.39,Logroño,Juguetes,Pelota,22,7,287
Agosto,2915,646,3302,506.1921053527995,29.94,Logroño,Alimentos,Camiseta,28,11,423
Marzo,420,3426,6410,359.14821457588016,13.52,Logroño,Juguetes,Zapatillas,14,24,338
Diciembre,161,701,1989,32.34452972894701,3.17,Santander,Electrónica,Zapatillas,20,35,95
Septiembre,7689,3810,9786,86.88412630811949,3.56,Zaragoza,Ropa,Microondas,16,25,128
Abril,1172,667,7793,597.8173439921177,23.45,Valencia,Hogar,Pelota,15,20,301
Agosto,7025,4258,331,473.4937006033895,11.22,Bilbao,Juguetes,Zapatillas,24,1,15
Agosto,4521,5000,1959,454.1755555004886,18.17,Málaga,Electrónica,Teléfono,19,35,271
Marzo,5741,4959,794,538.8371275202408,27.53,Sevilla,Electrónica,Tablet,12,42,70
Diciembre,7627,2403,577,929.8334074579941,17.37,Madrid,Electrónica,Pelota,30,43,430
Mayo,1386,2934,4114,167.21588268157322,14.51,Palma,Alimentos,Microondas,21,35,399
Diciembre,3705,3333,6779,469.731784950151,9.45,Málaga,Juguetes,Laptop,14,31,320
Abril,8597,2483,4337,63.7646655420238,19.23,Oviedo,Ropa,Camiseta,28,24,492
Diciembre,1329,2172,1020,856.4143593209664,28.48,Granada,Electrónica,Libro,18,14,399
Agosto,2858,3614,5150,116.19354573217223,17.4,Oviedo,Juguetes,Refrigerador,28,14,295
Abril,3571,1840,7445,243.3088419931279,22.46,Toledo,Electrónica,Laptop,23,27,455
Mayo,663,4856,8091,384.39206801812463,1.19,Sevilla,Ropa,Laptop,29,8,297
Septiembre,4846,3296,6140,225.00237990757802,29.04,Santander,Hogar,Teléfono,24,16,196
Septiembre,8604,2174,2585,817.7611210307637,4.5,Málaga,Juguetes,Libro,27,14,195
Agosto,2192,50,3106,529.2353834313298,12.97,Valladolid,Alimentos,Laptop,21,27,175
